Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Transmembrane/Signal peptide prediction	Superkingdom	Phylum	Class	Order	Genus	Species
Type	WP_072833029.1	GCF_001892205.1	+	201834	203087	1	1254	67	WP_072833029.1	lactose permease		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	-	203166	204347	1333	2514	37	WP_023140157.1	cyanate transporter CynX		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	-	204353	204823	2520	2990	36	WP_000616241.1	cyanase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	-	204854	205513	3021	3680	35	WP_000658652.1	carbonic anhydrase CynT		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	+	205623	206522	3790	4689	0	WP_000952481.1	transcriptional regulator CynR		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli

Type	OIZ68276.1	GCA_001881515.1	-	23003	24667	-7095	-5431	40	OIZ68278.1	3-(3-hydroxyphenyl)propionate hydroxylase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	21979	22812	-5240	-4407	39	OIZ68423.1	transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	20820	21779	-4207	-3248	65	OIZ68422.1	lac repressor		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	17623	20697	-3125	-51	64	OIZ68277.1	beta-D-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	16318	17571	1	1254	67	OIZ68276.1	MFS transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	15641	16252	1320	1931	38	OIZ68421.1	galactoside O-acetyltransferase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	-	14357	15538	2034	3215	37	OIZ68275.1	cyanate transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	-	13881	14351	3221	3691	36	OIZ68274.1	cyanase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	-	13191	13850	3722	4381	35	OIZ68273.1	carbonic anhydrase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli








Type	CCJ74421.1	GCA_000319285.1	-	106839	107933	-5862	-4768	0	CCJ74425.1	FIG00626109: hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	106632	106787	-4716	-4561	0	CCJ74424.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	-	105520	106596	-4525	-3449	65	CCJ74423.1	Transcriptional repressor of the lac operon		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	102143	105274	-3203	-72	64	CCJ74422.1	Beta-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	100805	102070	1	1266	67	CCJ74421.1	Lactose permease		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	98892	100592	1479	3179	0	CCJ74420.1	NAD-dependent malic enzyme		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	-	98569	98841	3230	3502	0	CCJ74419.1	FIG00553335: hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	-	97616	98437	3634	4455	0	CCJ74418.1	Inosose isomerase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	95749	97254	4817	6322	0	CCJ74417.1	Methylmalonate-semialdehyde dehydrogenase [inositol]		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330

Type	EUK18068.1	GCA_000527695.1	+	405514	406827	-6200	-4887	0	EUK18072.1	sulfate adenylyltransferase large subunit		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	405037	405489	-4862	-4410	45	EUK18071.1	N-acetyltransferase GCN5		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	403860	404945	-4318	-3233	65	EUK18070.1	lac repressor		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	400648	403746	-3119	-21	64	EUK18069.1	beta-D-galactosidase		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	399358	400626	1	1269	67	EUK18068.1	galactoside permease		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	397223	398848	1779	3404	0	EUK18067.1	glutamate synthase (NADPH) small subunit		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	393612	397220	3407	7015	0	EUK18066.1	pyruvate:ferredoxin oxidoreductase		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	392599	393609	7018	8028	0	EUK18065.1	Dihydroorotate dehydrogenase		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	388773	391859	8768	11854	0	EUK18064.1	outer membrane protein		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)

Type	WP_012770342.1	GCF_037136815.1	+	77053	77961	-5361	-4453	8	WP_027712474.1	formate dehydrogenase subunit beta		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	76419	77060	-4460	-3819	7	WP_336700810.1	formate dehydrogenase-N subunit gamma		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	74920	75942	-3342	-2320	65	WP_336700809.1	LacI family DNA-binding transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	72653	74782	-2182	-53	59	WP_336700808.1	alpha-galactosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	71319	72599	1	1281	67	WP_012770342.1	MFS transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	+	70779	71216	1384	1821	10000	WCU58_RS11235	pseudogene		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	-	69848	70738	1862	2752	0	WP_336700807.1	DMT family transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	-	69206	69844	2756	3394	0	WP_231389457.1	2OG-Fe(II) oxygenase family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi
Type	WP_012770342.1	GCF_037136815.1	-	68049	69170	3430	4551	0	WP_012770339.1	ThiF family adenylyltransferase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya chrysanthemi

Type	ACZ77400.1	GCA_000025065.1	+	2879391	2880314	-5060	-4137	8	ACZ77404.1	formate dehydrogenase%2C beta subunit		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2878757	2879398	-4144	-3503	7	ACZ77403.1	formate dehydrogenase%2C gamma subunit		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2877586	2878617	-3363	-2332	65	ACZ77402.1	transcriptional regulator%2C LacI family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2875308	2877437	-2183	-54	59	ACZ77401.1	glycoside hydrolase clan GH-D		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	+	2873973	2875253	1	1281	67	ACZ77400.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2873092	2873898	1356	2162	0	ACZ77399.1	peptidase C1A papain		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2864269	2872851	2403	10985	0	ACZ77398.1	glycosyltransferase 36		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2863558	2863788	11466	11696	0	ACZ77397.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586
Type	ACZ77400.1	GCA_000025065.1	-	2863275	2863508	11746	11979	0	ACZ77396.1	conserved hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Dickeya	Dickeya parazeae Ech586

Type	ACS85132.1	GCA_000023545.1	+	1522455	1523363	-5380	-4472	8	ACS85136.1	formate dehydrogenase%2C beta subunit		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1521821	1522462	-4479	-3838	7	ACS85135.1	formate dehydrogenase%2C gamma subunit		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1520301	1521326	-3343	-2318	65	ACS85134.1	transcriptional regulator%2C LacI family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1518035	1520164	-2181	-52	59	ACS85133.1	glycoside hydrolase clan GH-D		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1516702	1517982	1	1281	67	ACS85132.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	-	1515662	1516549	1434	2321	0	ACS85131.1	dihydrodipicolinate synthetase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	-	1515399	1515665	2318	2584	0	ACS85130.1	hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1514168	1515223	2760	3815	0	ACS85129.1	Zn-dependent hydrolase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703
Type	ACS85132.1	GCA_000023545.1	+	1512086	1513852	4131	5897	0	ACS85128.1	conserved hypothetical protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Musicola	Musicola paradisiaca Ech703






Type	AGB81004.1	GCA_000330865.1	+	696840	697310	-3952	-3482	20	AGB81000.1	FKBP-type peptidyl-prolyl cis-trans isomerase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	697291	698244	-3501	-2548	19	AGB81001.1	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	-	698292	699188	-2500	-1604	27	AGB81002.1	DNA-binding domain-containing protein%2C AraC-type		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	699411	700718	-1381	-74	18	AGB81003.1	family 4 glycosyl hydrolase%2C alpha-galactosidase/6-phospho-beta-glucosidase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	700793	702055	1	1263	67	AGB81004.1	oligosaccharide:H+ symporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	702209	703030	1417	2238	17	AGB81005.1	dihydrodipicolinate reductase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	703501	704649	2709	3857	16	AGB81006.1	carbamoyl-phosphate synthase%2C small subunit		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	704668	707892	3876	7100	15	AGB81007.1	carbamoyl-phosphate synthase%2C large subunit		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94
Type	AGB81004.1	GCA_000330865.1	+	708026	708634	7234	7842	0	AGB81008.1	putative NADPH-quinone reductase (modulator of drug activity B)		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Serratia	Serratia sp. FGI94

Type	WP_004166538.1	GCF_001436795.1	-	103363	103527	-3401	-3237	0	WP_002830928.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	+	102316	103170	-3044	-2190	0	WP_002830577.1	patatin family protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	101377	102267	-2141	-1251	13	WP_002830578.1	metalloregulator ArsR/SmtB family transcription factor		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	+	100137	101117	-991	-11	12	WP_004166540.1	glycoside hydrolase family 43 protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	+	98875	100125	1	1251	67	WP_004166538.1	oligosaccharide MFS transporter		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	97272	98570	1556	2854	0	WP_004166536.1	pyrimidine-nucleoside phosphorylase		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	96299	97249	2877	3827	0	WP_002830919.1	sugar-binding transcriptional regulator		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	95021	96286	3840	5105	6	WP_002830917.1	NCS2 family permease		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici
Type	WP_004166538.1	GCF_001436795.1	-	93712	94986	5140	6414	0	WP_004166534.1	nucleoside transporter C-terminal domain-containing protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Pediococcus	Pediococcus acidilactici

Type	WP_070367577.1	GCF_001766745.1	+	140319	141029	-3575	-2865	0	WP_070367580.1	alpha/beta hydrolase		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	-	139637	140236	-2782	-2183	0	WP_225363457.1	hypothetical protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	-	138717	139607	-2153	-1263	13	WP_070367579.1	ArsR family transcriptional regulator		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	137479	138444	-990	-25	12	WP_070367578.1	glycoside hydrolase family 43 protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	136161	137453	1	1293	67	WP_070367577.1	oligosaccharide MFS transporter		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	134633	136072	1382	2821	0	WP_176744906.1	alpha-N-arabinofuranosidase		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	-	132970	134538	2916	4484	0	WP_070367575.1	amidohydrolase		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	131650	132834	4620	5804	0	WP_070367574.1	DUF2075 domain-containing protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii
Type	WP_070367577.1	GCF_001766745.1	+	131205	131567	5887	6249	0	WP_070367573.1	YxeA family protein		Bacteria	Bacillota	Bacilli	Lactobacillales	Lentilactobacillus	Lentilactobacillus sunkii


Type	ADW75107.1	GCA_000187705.1	+	3803136	3804299	-6884	-5721	54	ADW75111.1	Phosphoglycerate kinase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	+	3801927	3803006	-5591	-4512	53	ADW75110.1	fructose-bisphosphate aldolase%2C class II		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	+	3800708	3801790	-4375	-3293	65	ADW75109.1	transcriptional regulator%2C LacI family		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	+	3797475	3800573	-3158	-60	64	ADW75108.1	glycoside hydrolase family 2 TIM barrel		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	+	3796146	3797414	1	1269	67	ADW75107.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	+	3795122	3796009	1406	2293	52	ADW75106.1	MscS Mechanosensitive ion channel		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	+	3794323	3794940	2475	3092	51	ADW75105.1	L-lysine exporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	+	3793473	3794219	3196	3942	50	ADW75104.1	protein of unknown function DUF541		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW75107.1	GCA_000187705.1	-	3792573	3793415	4000	4842	0	ADW75103.1	short-chain dehydrogenase/reductase SDR		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris


Type	WP_001313400.1	GCF_013359985.1	+	12858	14915	-6491	-4434	0	WP_000366615.1	AAA family ATPase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	+	11579	12865	-4441	-3155	0	WP_000005572.1	McrC family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	+	10127	11247	-2823	-1703	0	WP_087451024.1	IS3-like element ISSen4 family transposase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	-	8664	9659	-1235	-240	65	WP_000157595.1	LacI family DNA-binding transcriptional regulator		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	+	7185	8423	1	1239	67	WP_001313400.1	MFS transporter		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	+	5732	7165	1259	2692	49	WP_000202573.1	glycoside hydrolase family 32 protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	+	4374	5639	2785	4050	48	WP_170888049.1	OmpG porin family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	+	2866	4359	4065	5558	49	WP_001405803.1	glycoside hydrolase family 32 protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae
Type	WP_001313400.1	GCF_013359985.1	+	1840	2853	5571	6584	48	WP_000800716.1	OmpG porin family protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae

Type	ADW71651.1	GCA_000187705.1	+	24279	24722	-4763	-4320	45	ADW71655.1	GCN5-related N-acetyltransferase		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
Type	ADW71651.1	GCA_000187705.1	+	23395	24057	-4098	-3436	44	ADW71654.1	OmpA/MotB domain protein		Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Rahnella	Rahnella aceris
