Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	A0A011VUV0	GCF_000586615.1	-	120003	121358	3331	4686	0	WP_037288093.1	phosphoribosylamine--glycine ligase	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011VUV0	GCF_000586615.1	-	121383	122129	4711	5457	0	WP_037288096.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3

Type	A0A011WSE5	GCF_000586615.1	+	1208061	1208354	-2545	-2252	0	WP_207640387.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	+	1208388	1209299	-2218	-1307	0	WP_037287317.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	-	1209699	1209938	-907	-668	0	WP_155267776.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	+	1210030	1210614	-576	8	0	WP_051506455.1	ECF transporter S component	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	+	1210607	1211041	1	435	0	WP_051506457.1	DUF1893 domain-containing protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	+	1211051	1212022	445	1416	0	WP_037287327.1	tRNA-dihydrouridine synthase family protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	+	1212025	1215096	1419	4490	0	WP_037287330.1	leucine-rich repeat domain-containing protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	+	1215093	1216142	4487	5536	0	WP_037287332.1	aldo/keto reductase	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3
Type	A0A011WSE5	GCF_000586615.1	+	1216573	1219575	5967	8969	0	WP_037287335.1	glycoside hydrolase family 9 protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	Ruminococcus albus SY3

Type	A0A013T8M5	GCF_026622715.1	+	257528	258157	-3462	-2833	0	WP_005803659.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	256297	257232	-2537	-1602	0	WP_002118101.1	ABC transporter ATP-binding protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	255527	256300	-1605	-832	0	WP_002118099.1	ABC transporter permease	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	254718	255530	-835	-23	0	WP_002118169.1	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	254044	254694	1	651	0	WP_002118229.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	252775	253917	778	1920	0	WP_005068220.1	rod shape-determining protein RodA	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	251754	252755	1940	2941	0	WP_005068218.1	lytic murein transglycosylase B	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	250854	251465	3230	3841	0	WP_002118141.1	septal ring lytic transglycosylase RlpA family protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013T8M5	GCF_026622715.1	+	249832	250281	4414	4863	0	WP_002118194.1	Mpo1-like protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii

Type	A0A013TEV4	GCF_002573735.1	+	13092	13394	-3256	-2954	0	WP_000120881.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	13549	15327	-2799	-1021	0	WP_098732822.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	15391	15939	-957	-409	0	WP_098732823.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	15944	16231	-404	-117	0	WP_000151779.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	16349	17644	1	1296	0	WP_001022857.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	17666	18433	1318	2085	0	WP_001067776.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	18496	18774	2148	2426	0	WP_001098598.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	18967	19242	2619	2894	0	WP_001015563.1	type II toxin-antitoxin system Phd/YefM family antitoxin	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii
Type	A0A013TEV4	GCF_002573735.1	+	19205	19471	2857	3123	0	WP_000119670.1	type II toxin-antitoxin system RelE/ParE family toxin	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter baumannii

Type	A0A013TPV4	GCF_026622715.1	+	164617	164715	-3467	-3369	0	WP_004793966.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	+	164708	165616	-3376	-2468	0	WP_000140408.1	sulfate adenylyltransferase subunit CysD	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	+	165647	167260	-2437	-824	0	WP_005802949.1	sulfate adenylyltransferase subunit CysN	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	-	167314	167871	-770	-213	0	WP_005802947.1	DUF2239 family protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	+	168085	168597	1	513	0	WP_002117749.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	-	168640	169977	556	1893	0	WP_005802944.1	CitMHS family transporter	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	-	170547	171872	2463	3788	0	WP_002117726.1	hemolysin family protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	-	171996	172985	3912	4901	0	WP_004703082.1	LysR family transcriptional regulator	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii
Type	A0A013TPV4	GCF_026622715.1	+	173573	175177	5489	7093	0	WP_002117581.1	isocitrate lyase	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter pittii

Type	A0A013SL47	GCF_000588515.1	+	264525	264923	-1635	-1237	0	WP_033848433.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	264926	265309	-1234	-851	0	WP_033848435.1	DUF4054 domain-containing protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	265306	265785	-854	-375	0	WP_033848438.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	265786	266157	-374	-3	0	WP_033848441.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	266161	266700	1	540	0	WP_033848443.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	266709	268184	549	2024	0	WP_033848445.1	DUF3383 domain-containing protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	268200	268643	2040	2483	0	WP_033848448.1	phage protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	268643	269107	2483	2947	0	WP_033848450.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659
Type	A0A013SL47	GCF_000588515.1	+	269113	269295	2953	3135	0	WP_016802831.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 826659

Type	A0A011WUT3	GCF_902761675.1	-	872	1684	-3563	-2751	0	WP_024858767.1	CpsD/CapB family tyrosine-protein kinase	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	-	1671	2459	-2764	-1976	0	WP_024858766.1	Wzz/FepE/Etk N-terminal domain-containing protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	-	2632	3363	-1803	-1072	0	WP_294483217.1	SH3 domain-containing protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	-	3400	4224	-1035	-211	0	WP_294483219.1	amidohydrolase family protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	+	4436	4975	1	540	0	WP_037285087.1	DUF6106 family protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	+	4975	5352	540	917	0	WP_024858762.1	holo-ACP synthase	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	+	5412	7001	977	2566	0	WP_294483229.1	NAD(P)H-hydrate dehydratase	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	+	7064	7549	2629	3114	0	WP_294483232.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.
Type	A0A011WUT3	GCF_902761675.1	-	7606	8616	3171	4181	0	WP_294483236.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Ruminococcus	uncultured Ruminococcus sp.

Type	A0A013S2B9	GCF_000588535.1	-	136604	137392	-2794	-2006	0	WP_228133001.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	135472	136413	-1815	-874	0	WP_032036451.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	134916	135272	-674	-318	0	WP_032036450.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	134578	134916	-318	20	0	WP_000633139.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	133152	134597	1	1446	0	WP_032036448.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	132550	133164	1434	2048	0	WP_032036447.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	132013	132471	2127	2585	0	WP_032036445.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	131774	132001	2597	2824	0	WP_032036444.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013S2B9	GCF_000588535.1	+	130796	131701	2897	3802	0	WP_032036442.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879

Type	A0A013SBR8	GCF_000588535.1	+	155612	155815	-1023	-820	0	WP_016145624.1	helix-turn-helix domain-containing protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	155202	155576	-784	-410	0	WP_032036489.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	154967	155137	-345	-175	0	WP_171073733.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	154788	154970	-178	4	0	WP_032036487.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	154336	154791	1	456	0	WP_032036485.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	153698	154339	453	1094	0	WP_032036484.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	152135	153694	1098	2657	0	WP_032036482.1	DNA cytosine methyltransferase	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	151088	152131	2661	3704	0	WP_032036480.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879
Type	A0A013SBR8	GCF_000588535.1	+	150327	151091	3701	4465	0	WP_031980711.1	ATP-binding protein	na	na_na	na_na_na	na_na_na_na	Acinetobacter	Acinetobacter sp. 742879

Type	A0A011TAF9	GCF_000585625.1	+	12351	12728	-3271	-2894	0	WP_035026281.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	+	12184	12333	-2876	-2727	0	WP_198027495.1	phage tail assembly chaperone	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	-	11921	12187	-2730	-2464	0	WP_035026278.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	+	9465	11885	-2428	-8	0	WP_035026276.1	tape measure protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	+	8836	9456	1	621	0	WP_035026275.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	+	8258	8839	618	1199	0	WP_035026273.1	DUF2163 domain-containing protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	+	7854	8261	1196	1603	0	WP_035026271.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	+	5118	7838	1619	4339	0	WP_051611452.1	phage tail protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TAF9	GCF_000585625.1	+	3622	5121	4336	5835	0	WP_035026270.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii

Type	A0A011TLH0	GCF_014860045.1	+	23826	24017	-3200	-3009	0	WP_035027977.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	24193	24486	-2833	-2540	0	WP_035027974.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	24753	25205	-2273	-1821	0	WP_035027971.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	25202	26986	-1824	-40	0	WP_035027967.1	PcfJ domain-containing protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	27027	27689	1	663	0	WP_035027964.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	27802	28431	776	1405	0	WP_278555417.1	DUF1419 domain-containing protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	28415	28852	1389	1826	0	WP_278555419.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	28936	29277	1910	2251	0	WP_278555421.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi
Type	A0A011TLH0	GCF_014860045.1	+	29384	30274	2358	3248	0	WP_278555422.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Brucella	Brucella anthropi

Type	A0A011TWN2	GCF_000585625.1	-	11921	12187	-3925	-3659	0	WP_035026278.1	hypothetical protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
Type	A0A011TWN2	GCF_000585625.1	+	9465	11885	-3623	-1203	0	WP_035026276.1	tape measure protein	na	na_na	na_na_na	na_na_na_na	Aquamicrobium	Aquamicrobium defluvii
