Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	A0A3T0R815_ECOLX	GCA_009709745.1	+	111510	114584	-3125	-51	64	MTE89354.1	beta-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	A0A3T0R815_ECOLX	GCA_009709745.1	+	110205	111458	1	1254	63	MTE89353.1	lactose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	A0A3T0R815_ECOLX	GCA_009709745.1	+	109528	110139	1320	1931	38	MTE89352.1	galactoside O-acetyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	A0A3T0R815_ECOLX	GCA_009709745.1	-	108259	109440	2019	3200	37	MTE89351.1	cyanate transporter CynX	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	A0A3T0R815_ECOLX	GCA_009709745.1	-	107783	108253	3206	3676	36	MTE89350.1	cyanase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	A0A3T0R815_ECOLX	GCA_009709745.1	-	107093	107752	3707	4366	35	MTE89349.1	carbonic anhydrase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli

Type	WP_000291547.1	GCF_012062925.1	-	119843	121507	-7095	-5431	40	WP_001007420.1	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	+	118819	119652	-5240	-4407	39	WP_001310207.1	DNA-binding transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	+	117660	118742	-4330	-3248	65	WP_000805890.1	DNA-binding transcriptional repressor LacI	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	+	114463	117537	-3125	-51	64	WP_000177888.1	beta-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	+	113158	114411	1	1254	67	WP_000291547.1	lactose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	+	112481	113092	1320	1931	38	WP_024179521.1	galactoside O-acetyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	-	111197	112378	2034	3215	37	WP_001361918.1	cyanate transporter CynX	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	-	110721	111191	3221	3691	36	WP_000616241.1	cyanase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia
Type	WP_000291547.1	GCF_012062925.1	-	110031	110690	3722	4381	35	WP_000658640.1	carbonic anhydrase CynT	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia

Type	WP_072833029.1	GCF_001892205.1	-	194738	196402	-7095	-5431	40	WP_001007448.1	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	+	196593	197426	-5240	-4407	39	WP_001306931.1	DNA-binding transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	+	197503	198585	-4330	-3248	65	WP_000805902.1	DNA-binding transcriptional repressor LacI	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	+	198708	201782	-3125	-51	64	WP_032283020.1	beta-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	+	201834	203087	1	1254	67	WP_072833029.1	lactose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	-	203166	204347	1333	2514	37	WP_023140157.1	cyanate transporter CynX	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	-	204353	204823	2520	2990	36	WP_000616241.1	cyanase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	-	204854	205513	3021	3680	35	WP_000658652.1	carbonic anhydrase CynT	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	WP_072833029.1	GCF_001892205.1	+	205623	206522	3790	4689	0	WP_000952481.1	transcriptional regulator CynR	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli

Type	OIZ68276.1	GCA_001881515.1	-	23003	24667	-7095	-5431	40	OIZ68278.1	3-(3-hydroxyphenyl)propionate hydroxylase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	21979	22812	-5240	-4407	39	OIZ68423.1	transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	20820	21779	-4207	-3248	65	OIZ68422.1	lac repressor	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	17623	20697	-3125	-51	64	OIZ68277.1	beta-D-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	16318	17571	1	1254	67	OIZ68276.1	MFS transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	+	15641	16252	1320	1931	38	OIZ68421.1	galactoside O-acetyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	-	14357	15538	2034	3215	37	OIZ68275.1	cyanate transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	-	13881	14351	3221	3691	36	OIZ68274.1	cyanase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli
Type	OIZ68276.1	GCA_001881515.1	-	13191	13850	3722	4381	35	OIZ68273.1	carbonic anhydrase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli

Type	I8TT21_9FIRM	GCA_000271665.2	-	4075537	4076220	-5065	-4382	0	AJQ28977.1	DNA alkylation repair enzyme	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4074771	4075337	-4182	-3616	0	AJQ28976.1	transcriptional regulator with only HTH domain%2C AraC family	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4073075	4074049	-2894	-1920	65	AJQ28975.1	transcriptional regulator%2C LacI family	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4071392	4072885	-1730	-237	49	AJQ28974.1	sucrose-6-phosphate hydrolase	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4069919	4071154	1	1236	63	AJQ28973.1	oligosaccharide/H+ symporter%2C major facilitator superfamily (MFS)	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4068257	4069834	1321	2898	49	AJQ28972.1	sucrose-6-phosphate hydrolase	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4066620	4068017	3138	4535	0	AJQ28971.1	S-layer domain-containing protein	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4064742	4064999	6156	6413	0	AJQ28970.1	hypothetical protein	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45
Type	I8TT21_9FIRM	GCA_000271665.2	+	4064455	4064625	6530	6700	0	AJQ28969.1	hypothetical protein	Bacteria	Bacillota	Negativicutes	Selenomonadales	Pelosinus	Pelosinus fermentans JBW45

Type	D5DC35_PRIM3	GCA_000025805.1	+	1545541	1545762	-2280	-2059	0	ADF38419.1	hypothetical protein	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	+	1545920	1546120	-1901	-1701	0	ADF38420.1	hypothetical protein	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	-	1546210	1546419	-1611	-1402	0	ADF38421.1	small acid soluble spore protein	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	-	1546510	1547493	-1311	-328	65	ADF38422.1	transcriptional repressor FruR	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	+	1547822	1549063	1	1242	63	ADF38423.1	Lactose permease Lac Y	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	+	1549076	1550542	1255	2721	49	ADF38424.1	sucrose-6-phosphate hydrolase	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	+	1550816	1552276	2995	4455	0	ADF38425.1	conserved hypothetical protein	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	+	1552753	1554315	4932	6494	0	ADF38426.1	levansucrase	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319
Type	D5DC35_PRIM3	GCA_000025805.1	+	1554669	1557455	6848	9634	0	ADF38427.1	transcriptional regulator LevR	Bacteria	Bacillota	Bacilli	Bacillales	Priestia	Priestia megaterium DSM 319

Type	G8LK95_9ENTR	GCA_000239975.1	-	530753	531532	-3162	-2383	0	AEW71937.1	YjhP	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	-	531510	531767	-2405	-2148	0	AEW71938.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	-	532056	532628	-1859	-1287	0	AEW71939.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	-	532679	533674	-1236	-241	65	AEW71940.1	Sucrose operon repressor	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	+	533916	535154	1	1239	63	AEW71941.1	Lactose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	+	535174	536607	1259	2692	49	AEW71942.1	Sucrose-6-phosphate hydrolase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	+	536700	537965	2785	4050	48	AEW71943.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	+	537980	539473	4065	5558	49	AEW71944.1	Glycosyl Hydrolase Family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii
Type	G8LK95_9ENTR	GCA_000239975.1	+	539486	540499	5571	6584	48	AEW71945.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter ludwigii

Type	B2VEG9_ERWT9	GCA_000026185.1	+	2137364	2137951	-5606	-5019	0	CAO96931.1	Peptidyl-tRNA hydrolase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	-	2138187	2139668	-4783	-3302	47	CAO96932.1	Putative sulfate transporter YbaR	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	+	2140020	2141111	-2950	-1859	0	CAO96933.1	Putative GTP-binding protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	+	2141438	2142622	-1532	-348	0	CAO96934.1	Conserved hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	+	2142971	2144206	1	1236	63	CAO96935.1	Raffinose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	+	2144256	2145725	1286	2755	49	CAO96936.1	Sucrose-6-phosphate hydrolase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	-	2145759	2146751	2789	3781	65	CAO96937.1	Sucrose operon repressor LacI-family	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	-	2146840	2147100	3870	4130	0	CAO96938.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99
Type	B2VEG9_ERWT9	GCA_000026185.1	-	2147164	2148234	4194	5264	0	CAO96939.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwinia	Erwinia tasmaniensis Et1/99

Type	W7P5B4_9ENTR	GCA_000568095.1	+	85532	86047	-4993	-4478	0	EWG74082.1	Cytochrome c biogenesis protein CcmG	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	-	84029	85495	-4441	-2975	0	EWG74081.1	Histidine decarboxylase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	-	82637	84010	-2956	-1583	0	EWG74080.1	4-aminobutyrate aminotransferase GabT	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	-	81293	82300	-1246	-239	65	EWG74079.1	Csc operon regulatory protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	+	79812	81053	1	1242	63	EWG74078.1	Sucrose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	+	78363	79796	1258	2691	49	EWG74077.1	Sucrose-6-phosphate hydrolase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	-	78239	78394	2660	2815	0	EWG74076.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	-	75550	77343	3711	5504	0	EWG74075.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4
Type	W7P5B4_9ENTR	GCA_000568095.1	-	74472	74957	6097	6582	0	EWG74074.1	Secreted protein hcp	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacter	Enterobacter sp. DC4

Type	WP_025421344.1	GCF_000517425.1	+	1289071	1290690	-7153	-5534	0	WP_025421348.1	malate dehydrogenase (quinone)	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	+	1288125	1289066	-5529	-4588	0	WP_025421347.1	zinc-dependent alcohol dehydrogenase family protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	-	1287012	1288091	-4554	-3475	65	WP_025421346.1	LacI family DNA-binding transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	+	1283590	1286712	-3175	-53	64	WP_025421345.1	beta-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	+	1282265	1283536	1	1272	67	WP_025421344.1	oligosaccharide MFS transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	+	1281480	1281935	1602	2057	0	WP_025421343.1	GNAT family N-acetyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	+	1280787	1281236	2301	2750	0	WP_025421342.1	GNAT family N-acetyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	+	1279895	1280764	2773	3642	0	WP_025421341.1	NAD(P)-dependent oxidoreductase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus
Type	WP_025421344.1	GCF_000517425.1	+	1278674	1279711	3826	4863	0	WP_038668248.1	M4 family metallopeptidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Sodalis	Sodalis praecaptivus

Type	WP_004851226.1	GCF_020117475.1	-	58128	59354	-6726	-5500	0	WP_032743224.1	diguanylate phosphodiesterase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	-	59591	60025	-5263	-4829	0	WP_004851221.1	GNAT family N-acetyltransferase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	-	60412	61482	-4442	-3372	65	WP_004851222.1	LacI family DNA-binding transcriptional regulator	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	+	61692	64799	-3162	-55	64	WP_004851224.1	beta-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	+	64855	66105	1	1251	67	WP_004851226.1	oligosaccharide MFS transporter	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	-	66168	67256	1314	2402	0	WP_004851228.1	AAA family ATPase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	-	67359	67619	2505	2765	0	WP_014229513.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	-	67648	67902	2794	3048	0	WP_004851231.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella
Type	WP_004851226.1	GCF_020117475.1	+	68285	68557	3431	3703	0	WP_004851233.1	CsbD family protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Klebsiella	Klebsiella

Type	CCJ74421.1	GCA_000319285.1	-	106839	107933	-5862	-4768	0	CCJ74425.1	FIG00626109: hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	106632	106787	-4716	-4561	0	CCJ74424.1	hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	-	105520	106596	-4525	-3449	65	CCJ74423.1	Transcriptional repressor of the lac operon	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	102143	105274	-3203	-72	64	CCJ74422.1	Beta-galactosidase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	100805	102070	1	1266	67	CCJ74421.1	Lactose permease	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	98892	100592	1479	3179	0	CCJ74420.1	NAD-dependent malic enzyme	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	-	98569	98841	3230	3502	0	CCJ74419.1	FIG00553335: hypothetical protein	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	-	97616	98437	3634	4455	0	CCJ74418.1	Inosose isomerase	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330
Type	CCJ74421.1	GCA_000319285.1	+	95749	97254	4817	6322	0	CCJ74417.1	Methylmalonate-semialdehyde dehydrogenase [inositol]	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Cronobacter	Cronobacter condimenti 1330

Type	EUK18068.1	GCA_000527695.1	+	405514	406827	-6200	-4887	0	EUK18072.1	sulfate adenylyltransferase large subunit	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	405037	405489	-4862	-4410	45	EUK18071.1	N-acetyltransferase GCN5	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	403860	404945	-4318	-3233	65	EUK18070.1	lac repressor	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
Type	EUK18068.1	GCA_000527695.1	+	400648	403746	-3119	-21	64	EUK18069.1	beta-D-galactosidase	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Commensalibacter	Commensalibacter papalotli (ex Servin-Garciduenas et al. 2014)
